properties/id,properties/name,properties/ort,properties/type/0,properties/type/1,geometry/coordinates/0/0,geometry/coordinates/0/1,geometry/coordinates/1/0,geometry/coordinates/1/1,geometry/type,type,properties/color,properties/ID,properties/type,geometry/coordinates/2/0,geometry/coordinates/2/1,geometry/coordinates/3/0,geometry/coordinates/3/1,geometry/coordinates/4/0,geometry/coordinates/4/1,geometry/coordinates/5/0,geometry/coordinates/5/1,geometry/coordinates/6/0,geometry/coordinates/6/1,geometry/coordinates/7/0,geometry/coordinates/7/1,geometry/coordinates/8/0,geometry/coordinates/8/1,geometry/coordinates/9/0,geometry/coordinates/9/1,geometry/coordinates/10/0,geometry/coordinates/10/1,geometry/coordinates/11/0,geometry/coordinates/11/1,geometry/coordinates/12/0,geometry/coordinates/12/1,geometry/coordinates/13/0,geometry/coordinates/13/1,geometry/coordinates/14/0,geometry/coordinates/14/1,geometry/coordinates/15/0,geometry/coordinates/15/1,geometry/coordinates/16/0,geometry/coordinates/16/1,geometry/coordinates/17/0,geometry/coordinates/17/1,geometry/coordinates/18/0,geometry/coordinates/18/1,geometry/coordinates/19/0,geometry/coordinates/19/1,geometry/coordinates/20/0,geometry/coordinates/20/1,geometry/coordinates/21/0,geometry/coordinates/21/1,geometry/coordinates/22/0,geometry/coordinates/22/1,geometry/coordinates/23/0,geometry/coordinates/23/1,geometry/coordinates/24/0,geometry/coordinates/24/1,geometry/coordinates/25/0,geometry/coordinates/25/1,geometry/coordinates/26/0,geometry/coordinates/26/1,geometry/coordinates/27/0,geometry/coordinates/27/1,geometry/coordinates/28/0,geometry/coordinates/28/1,geometry/coordinates/29/0,geometry/coordinates/29/1,geometry/coordinates/30/0,geometry/coordinates/30/1,geometry/coordinates/31/0,geometry/coordinates/31/1,geometry/coordinates/32/0,geometry/coordinates/32/1,geometry/coordinates/33/0,geometry/coordinates/33/1,geometry/coordinates/34/0,geometry/coordinates/34/1,geometry/coordinates/35/0,geometry/coordinates/35/1,geometry/coordinates/36/0,geometry/coordinates/36/1,geometry/coordinates/37/0,geometry/coordinates/37/1,geometry/coordinates/38/0,geometry/coordinates/38/1,geometry/coordinates/39/0,geometry/coordinates/39/1,geometry/coordinates/40/0,geometry/coordinates/40/1,geometry/coordinates/41/0,geometry/coordinates/41/1,geometry/coordinates/42/0,geometry/coordinates/42/1,geometry/coordinates/43/0,geometry/coordinates/43/1,geometry/coordinates/44/0,geometry/coordinates/44/1,geometry/coordinates/45/0,geometry/coordinates/45/1,geometry/coordinates/46/0,geometry/coordinates/46/1,geometry/coordinates/47/0,geometry/coordinates/47/1,geometry/coordinates/48/0,geometry/coordinates/48/1,geometry/coordinates/49/0,geometry/coordinates/49/1,geometry/coordinates/50/0,geometry/coordinates/50/1,geometry/coordinates/51/0,geometry/coordinates/51/1,geometry/coordinates/52/0,geometry/coordinates/52/1,geometry/coordinates/53/0,geometry/coordinates/53/1,geometry/coordinates/54/0,geometry/coordinates/54/1,geometry/coordinates/55/0,geometry/coordinates/55/1,geometry/coordinates/56/0,geometry/coordinates/56/1,geometry/coordinates/57/0,geometry/coordinates/57/1,geometry/coordinates/58/0,geometry/coordinates/58/1,geometry/coordinates/59/0,geometry/coordinates/59/1,geometry/coordinates/60/0,geometry/coordinates/60/1,geometry/coordinates/61/0,geometry/coordinates/61/1,geometry/coordinates/62/0,geometry/coordinates/62/1,geometry/coordinates/63/0,geometry/coordinates/63/1,geometry/coordinates/64/0,geometry/coordinates/64/1,geometry/coordinates/65/0,geometry/coordinates/65/1,geometry/coordinates/66/0,geometry/coordinates/66/1,geometry/coordinates/67/0,geometry/coordinates/67/1,geometry/coordinates/68/0,geometry/coordinates/68/1
,,,,,38.23581000000013,-2.762360000000626,38.17223000000013,-2.726360000000568,LineString,Feature,,141210,Underground pipelines,38.16537000000062,-2.71976,38.14718999999968,-2.680169999999635,38.13517999999931,-2.654010000000199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,37.57962000000043,-2.927229999999327,37.58458000000064,-2.916219999999157,LineString,Feature,,141211,Above ground pipelines,37.59022,-2.894910000000891,37.58954000000085,-2.863900000000285,37.58462999999938,-2.839900000000853,37.58270000000084,-2.821309999999357,37.58367999999973,-2.80314,37.58506,-2.777500000000146,37.58315000000039,-2.718839999999545,37.58044999999947,-2.684709999999541,37.57841,-2.67706,37.54577000000063,-2.55486000000019,37.51313999999911,-2.432670000000144,37.49988999999914,-2.383050000000367,37.481400000000576,-2.310260000000199,37.467759999999544,-2.256600000000617,37.45162999999957,-2.187350000000151,37.42521999999917,-2.07395,37.41894999999931,-2.066160000000309,37.380880000000616,-2.018930000000182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,38.47888000000057,-3.035040000000663,38.47400000000016,-3.01112,LineString,Feature,,141212,Above ground pipelines,38.46686000000045,-2.9982600000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,38.126829999999245,-3.062840000000506,38.09382,-3.055060000000594,LineString,Feature,,141215,Above ground pipelines,38.08443000000079,-3.049150000000736,38.04717999999957,-3.0175,38.0322699999997,-2.999850000000151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,38.436030000000756,-3.113170000000537,38.37091,-3.00554000000011,LineString,Feature,,141217,Underground pipelines,38.37075,-3.005,38.3676200000009,-2.994919999999183,38.36866999999984,-2.984270000000834,38.374260000000504,-2.973200000000361,38.38753999999972,-2.95485,38.386529999999766,-2.947070000000167,38.34870000000046,-2.897689999999784,38.3189399999992,-2.858840000000782,38.27324000000044,-2.79644,38.26165000000037,-2.7806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,38.436030000000756,-3.113170000000537,38.39478000000054,-3.09159,LineString,Feature,,141218,Above ground pipelines,38.3816599999991,-3.071149999999761,38.36933999999928,-3.084070000000793,38.36175999999978,-3.089379999999437,38.333660000000236,-3.088159999999334,38.28173000000061,-3.085909999999785,38.24313000000075,-3.102419999999256,38.213410000000295,-3.090640000000349,38.1797600000009,-3.077289999999266,38.126829999999245,-3.062840000000506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,38.494880000000194,-3.172850000000835,38.48028999999951,-3.047150000000329,LineString,Feature,,141219,Above ground pipelines,38.47888000000057,-3.035040000000663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,38.507980000000316,-3.208259999999427,38.48029999999926,-3.188469999999143,LineString,Feature,,141220,Underground pipelines,38.4743899999994,-3.18282,38.436030000000756,-3.113170000000537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,38.52175999999963,-3.221879999999146,38.49310999999943,-3.183849999999438,LineString,Feature,,141221,Above ground pipelines,38.47878,-3.157600000000457,38.466270000000804,-3.12949,38.45039999999972,-3.120929999999135,38.436030000000756,-3.113170000000537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,38.52175999999963,-3.221879999999146,38.531670000000304,-3.228499999999258,LineString,Feature,,141223,Underground pipelines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,38.53277999999955,-3.236450000000332,38.52175999999963,-3.221879999999146,LineString,Feature,,141225,Above ground pipelines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,38.53593,-3.240669999999227,38.53277999999955,-3.236450000000332,LineString,Feature,,141226,Above ground pipelines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,38.531670000000304,-3.228499999999258,38.59268999999949,-3.285200000000259,LineString,Feature,,141230,Underground pipelines,38.61254999999983,-3.30899,38.693489999999656,-3.405940000000555,38.77425000000039,-3.502640000000611,38.76027000000067,-3.554130000000441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,38.76027000000067,-3.554130000000441,38.760229999999865,-3.551540000000387,LineString,Feature,,141231,Above ground pipelines,38.7526199999993,-3.539440000000468,38.699539999999615,-3.489149999999427,38.67552000000069,-3.461970000000292,38.65863,-3.44286,38.63717,-3.421650000000227,38.61271999999917,-3.393079999999827,38.60232999999971,-3.37768,38.595690000000104,-3.36486,38.58444000000054,-3.343160000000353,38.5648999999994,-3.28505000000041,38.55522000000019,-3.267429999999877,38.54319000000032,-3.250729999999749,38.53593,-3.240669999999227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,38.76027000000067,-3.554130000000441,38.75542999999925,-3.574300000000221,LineString,Feature,,141232,Underground pipelines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,39.44254,-3.87032,39.43839999999909,-3.867340000000695,LineString,Feature,,141239,Above ground pipelines,39.42509000000064,-3.863020000000688,39.40418999999929,-3.852979999999661,39.352310000000216,-3.833160000000135,39.32887999999912,-3.821509999999762,39.326929999999265,-3.820760000000519,39.29766000000018,-3.809429999999338,39.28089999999975,-3.800750000000335,39.20917,-3.776229999999487,39.206309999999576,-3.775260000000344,39.1531300000006,-3.758299999999508,39.121649999999136,-3.749330000000555,39.10296000000017,-3.745600000000195,39.0877,-3.747540000000299,39.07047000000057,-3.749729999999545,39.02347,-3.724130000000514,39.00256000000081,-3.7104,38.9955000000009,-3.707770000000892,38.975759999999354,-3.696640000000116,38.86591000000044,-3.634700000000521,38.77133999999933,-3.581350000000384,38.76467000000048,-3.574099999999817,38.76027000000067,-3.554130000000441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,39.569030000000566,-3.934740000000602,39.5355899999995,-3.89046000000053,LineString,Feature,,141240,Underground pipelines,39.52016,-3.87395,39.48416999999972,-3.870409999999538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,39.604919999999765,-3.98826,39.58576,-3.95773,LineString,Feature,,141242,Underground pipelines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,39.45930000000044,-3.879769999999553,39.475609999999506,-3.886150000000271,LineString,Feature,,141243,Above ground pipelines,39.49122999999963,-3.89437,39.50158999999985,-3.906759999999849,39.52099000000089,-3.938669999999547,39.52997999999934,-3.94945,39.538290000000416,-3.963229999999385,39.54344999999921,-3.968689999999697,39.545430000000124,-3.970789999999397,39.574860000000626,-3.989770000000135,39.580620000000636,-3.998499999999694,39.57701000000088,-4.00979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,36.81272999999965,-1.34929000000011,36.886640000000625,-1.416059999999561,LineString,Feature,,141260,Underground pipelines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,36.92130999999972,-1.451779999999417,36.93732000000091,-1.467169999999896,LineString,Feature,,141261,Underground pipelines,36.959500000000844,-1.485109999999622,37.00835,-1.542429999999513,37.09015999999974,-1.638409999999567,37.17199000000073,-1.734389999999621,37.19763000000057,-1.764460000000327,37.25594,-1.828480000000127,37.31579000000056,-1.894179999999324,37.338260000000446,-1.923919999999271,37.351440000000366,-1.941360000000714,37.41700999999921,-2.02249,37.46032000000014,-2.07683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,36.92130999999972,-1.451779999999417,36.90883000000031,-1.438570000000254,LineString,Feature,,141262,Underground pipelines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,37.78216000000066,-2.254800000000614,37.75902999999926,-2.245189999999639,LineString,Feature,,141263,Underground pipelines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,37.75902999999926,-2.245189999999639,37.56437,-2.153949999999895,LineString,Feature,,141264,Underground pipelines,37.49917,-2.123380000000907,37.46457999999984,-2.081930000000284,37.46032000000014,-2.07683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,37.96168000000034,-2.4308,37.96184,-2.431329999999434,LineString,Feature,,141266,Underground pipelines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,37.96184,-2.431329999999434,37.97243999999955,-2.466860000000452,LineString,Feature,,141267,Underground pipelines,37.98008999999911,-2.479950000000827,37.987890000000334,-2.488970000000336,38.02370999999948,-2.500749999999243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,38.23581000000013,-2.762360000000626,38.26165000000037,-2.7806,LineString,Feature,,141269,Underground pipelines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,38.75542999999925,-3.574300000000221,38.755590000000666,-3.58810000000085,LineString,Feature,,141272,Underground pipelines,38.760449999999764,-3.599490000000515,38.77153,-3.60751,38.83685999999943,-3.66407000000072,38.84473000000071,-3.67088,38.85280000000057,-3.670809999999619,38.86460000000079,-3.67735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,39.370670000000246,-3.87297000000035,39.24468999999954,-3.874610000000757,LineString,Feature,,141273,Underground pipelines,39.2135300000009,-3.875009999999747,39.16359000000011,-3.860710000000836,39.15366999999969,-3.85664,39.125529999999344,-3.84094,39.07691999999952,-3.813829999999143,39.04118000000017,-3.791310000000522,39.018309999999474,-3.774740000000747,38.97956999999951,-3.746670000000449,38.92115999999987,-3.714019999999437,38.911519999999655,-3.707969999999477,38.89451999999983,-3.697309999999561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,38.86460000000079,-3.67735,38.89451999999983,-3.697309999999561,LineString,Feature,,141274,Underground pipelines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,39.370670000000246,-3.87297000000035,39.48416999999972,-3.870409999999538,LineString,Feature,,141275,Underground pipelines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,39.569030000000566,-3.934740000000602,39.58576,-3.95773,LineString,Feature,,141276,Underground pipelines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,39.45930000000044,-3.879769999999553,39.44254,-3.87032,LineString,Feature,,141277,Above ground pipelines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
